"","PROBEID","UNIPROT"
"55712","221706_s_at","Q9NZ43"
"55713","221707_s_at","B3KS06"
"55714","221707_s_at","Q5VIR6"
"55715","221708_s_at","Q9H3U1"
"55716","221709_s_at","A8K0R7"
"55717","221710_x_at","Q9NVM1"
"55718","221711_s_at","A0A024R7L2"
"55719","221711_s_at","Q9NWV8"
"55720","221711_s_at","J3KQS6"
"55721","221712_s_at","Q6RFH5"
"55722","221713_s_at","Q9H9H5"
"55723","221714_s_at",NA
"55724","221715_at",NA
"55725","221716_s_at","A0A140VJD4"
"55726","221716_s_at","Q5FVE4"
"55727","221716_s_at","B4DYU1"
"55728","221717_at",NA
"55729","221718_s_at","A8MYJ1"
"55730","221718_s_at","B0AZU4"
"55731","221718_s_at","Q12802"
"55732","221719_s_at","Q9Y250"
"55733","221720_s_at",NA
"55734","221721_s_at","Q9Y250"
"55735","221722_x_at","Q9Y250"
"55736","221723_s_at","Q9BY07"
"55737","221724_s_at","Q9UMR7"
"55738","221725_at","Q9Y6W5"
"55739","221726_at","P35268"
"55740","221727_at","P53999"
"55741","221727_at","Q6IBA2"
"55742","221728_x_at",NA
"55743","221729_at","P05997"
"55744","221730_at","P05997"
"55745","221731_x_at","P13611"
"55746","221731_x_at","Q86W61"
"55747","221731_x_at","A0A024RAL1"
"55748","221731_x_at","Q6MZK8"
"55749","221731_x_at","A0A024RAP3"
"55750","221731_x_at","A0A024RAQ9"
"55751","221731_x_at","Q59FG9"
"55752","221732_at","A0A024R8U8"
"55753","221732_at","Q8WVQ1"
"55754","221733_s_at","A8KAG1"
"55755","221733_s_at","E9PAV9"
"55756","221733_s_at","A0A0A0MRK1"
"55757","221734_at","Q96M27"
"55758","221735_at","Q8TAF3"
"55759","221735_at","A0A024R2L1"
"55760","221736_at","Q6MZJ2"
"55761","221736_at","Q86X10"
"55762","221737_at","E9PC54"
"55763","221737_at","Q6ZQV4"
"55764","221737_at","Q03113"
"55765","221738_at","Q6MZJ2"
"55766","221738_at","Q86X10"
"55767","221739_at","Q969H8"
"55768","221740_x_at","A6NM11"
"55769","221740_x_at","Q5YKG5"
"55770","221741_s_at","Q9BYJ9"
"55771","221742_at","Q92879"
"55772","221742_at","G5EA30"
"55773","221743_at","Q92879"
"55774","221743_at","G5EA30"
"55775","221744_at","P61962"
"55776","221745_at","P61962"
"55777","221746_at","P11441"
"55778","221747_at","B7Z6H8"
"55779","221747_at","E9PF55"
"55780","221747_at","Q0VG54"
"55781","221747_at","Q0VG55"
"55782","221747_at","Q59G71"
"55783","221747_at","Q86VB0"
"55784","221747_at","Q9HBL0"
"55785","221747_at","B2RU35"
"55786","221747_at","E9PGF5"
"55787","221747_at","A1L0S7"
"55788","221748_s_at","B7Z6H8"
"55789","221748_s_at","E9PF55"
"55790","221748_s_at","Q0VG54"
"55791","221748_s_at","Q0VG55"
"55792","221748_s_at","Q59G71"
"55793","221748_s_at","Q86VB0"
"55794","221748_s_at","Q9HBL0"
"55795","221748_s_at","B2RU35"
"55796","221748_s_at","E9PGF5"
"55797","221748_s_at","A1L0S7"
"55798","221749_at","A0A087WY31"
"55799","221749_at","Q658Z6"
"55800","221749_at","Q7Z739"
"55801","221749_at","B4DPX9"
"55802","221749_at","Q8NA80"
"55803","221749_at","A0A024R7W5"
"55804","221749_at","Q8N3V9"
"55805","221750_at","A0A024R059"
"55806","221750_at","Q01581"
"55807","221751_at","Q9H999"
"55808","221752_at","Q8WYL5"
"55809","221753_at","Q8WYL5"
"55810","221754_s_at","A0A024R5K1"
"55811","221754_s_at","Q9BR76"
"55812","221755_at","Q8N3D4"
"55813","221756_at","Q96FE7"
"55814","221756_at","A0A024R1M3"
"55815","221757_at","Q96FE7"
"55816","221757_at","A0A024R1M3"
"55817","221758_at","Q6NXE6"
"55818","221759_at","Q9BUM1"
"55819","221760_at","P33908"
"55820","221761_at","A0A024R5Q7"
"55821","221761_at","P30520"
"55822","221762_s_at","Q9H4Z3"
"55823","221763_at","B7ZLC8"
"55824","221763_at","Q15652"
"55825","221764_at","Q96D70"
"55826","221765_at","A0A024R157"
"55827","221765_at","Q16739"
"55828","221766_s_at","Q96IP4"
"55829","221767_x_at","Q00341"
"55830","221767_x_at","A0A024R4E5"
"55831","221767_x_at","B2R5V9"
"55832","221768_at","P23246"
"55833","221768_at","Q86VG2"
"55834","221769_at","Q6PJ21"
"55835","221770_at","Q96AT9"
"55836","221770_at","C9IZU8"
"55837","221770_at","C9J9T0"
"55838","221771_s_at","Q99549"
"55839","221772_s_at","Q66LE6"
"55840","221772_s_at","Q6IN90"
"55841","221773_at","A0A024RBE2"
"55842","221773_at","P41970"
"55843","221774_x_at","Q8NEM7"
"55844","221774_x_at","A0A024RDW2"
"55845","221774_x_at","A8K8L1"
"55846","221775_x_at","P35268"
"55847","221776_s_at","Q9NPI1"
"55848","221777_at","Q96K30"
"55849","221777_at","A0A024RBL1"
"55850","221778_at","Q6ZMT4"
"55851","221779_at","Q8N3F8"
"55852","221780_s_at","Q96GQ7"
"55853","221781_s_at","Q8IXB1"
"55854","221782_at","Q8IXB1"
"55855","221783_at","O95785"
"55856","221783_at","M0QXA7"
"55857","221784_at","O95785"
"55858","221784_at","M0QXA7"
"55859","221785_at","O95785"
"55860","221785_at","M0QXA7"
"55861","221786_at","Q7Z4R8"
"55862","221786_at","B4DJ79"
"55863","221787_at","Q7Z4R8"
"55864","221787_at","B4DJ79"
"55865","221788_at","O95394"
"55866","221788_at","A0A087WT27"
"55867","221789_x_at","Q8IXI1"
"55868","221790_s_at","B3KR97"
"55869","221790_s_at","Q5SW96"
"55870","221791_s_at","A0A024R306"
"55871","221791_s_at","Q9Y2S6"
"55872","221792_at","Q9NRW1"
"55873","221793_at","B7Z9U8"
"55874","221793_at","Q96HP0"
"55875","221794_at","B7Z9U8"
"55876","221794_at","Q96HP0"
"55877","221795_at","Q16620"
"55878","221795_at","Q5VWE5"
"55879","221795_at","Q548C2"
"55880","221795_at","A0A024R230"
"55881","221796_at","Q16620"
"55882","221796_at","Q5VWE5"
"55883","221796_at","Q548C2"
"55884","221796_at","A0A024R230"
"55885","221797_at","Q5BKU9"
"55886","221797_at","I3L208"
"55887","221798_x_at","P15880"
"55888","221799_at","B3KPG6"
"55889","221799_at","G5E9W2"
"55890","221799_at","Q9P2E5"
"55891","221800_s_at","A4ZI32"
"55892","221800_s_at","Q0VG06"
"55893","221801_x_at","P07196"
"55894","221802_s_at","A0MZ66"
"55895","221803_s_at","Q96F24"
"55896","221804_s_at","Q8TCE6"
"55897","221804_s_at","B4DNL9"
"55898","221804_s_at","B4DMU4"
"55899","221805_at","P07196"
"55900","221806_s_at","Q9C0A6"
"55901","221806_s_at","E7EWN3"
"55902","221807_s_at","Q9H4I3"
"55903","221807_s_at","J3KPT4"
"55904","221808_at","A0A024RBV5"
"55905","221808_at","P51151"
"55906","221809_at","Q6VN20"
"55907","221809_at","B3KP49"
"55908","221809_at","R4GMX8"
"55909","221810_at","G5EMR8"
"55910","221810_at","P59190"
"55911","221810_at","G3V196"
"55912","221811_at","Q96FM1"
"55913","221811_at","A8K0P7"
"55914","221811_at","J3QKU0"
"55915","221812_at","A0A024QZB0"
"55916","221812_at","Q6P3S6"
"55917","221813_at","A0A024QZB0"
"55918","221813_at","Q6P3S6"
"55919","221814_at","Q6YN44"
"55920","221814_at","Q96PE1"
"55921","221814_at","D3DSW5"
"55922","221815_at","A0A024RC89"
"55923","221815_at","P08910"
"55924","221816_s_at","B4DDL5"
"55925","221816_s_at","Q9UIL8"
"55926","221817_at","Q86YN1"
"55927","221817_at","A0A024R8B5"
"55928","221818_at","Q6P9B9"
"55929","221819_at","Q15286"
"55930","221820_s_at","Q9H7Z6"
"55931","221821_s_at","Q9H9L4"
"55932","221822_at","Q96ES7"
"55933","221823_at","Q96GV9"
"55934","221824_s_at","A0A024R7U2"
"55935","221824_s_at","Q5T0T0"
"55936","221825_at","B7Z297"
"55937","221825_at","Q5VTE6"
"55938","221825_at","B7Z5N3"
"55939","221825_at","Q96AL9"
"55940","221826_at","B7Z297"
"55941","221826_at","Q5VTE6"
"55942","221826_at","B7Z5N3"
"55943","221826_at","Q96AL9"
"55944","221827_at","A6PVK0"
"55945","221827_at","A6PVJ6"
"55946","221827_at","Q9BYM8"
"55947","221828_s_at","Q9H7P6"
"55948","221828_s_at","A0A024R8B8"
"55949","221829_s_at","A0A024RAM0"
"55950","221829_s_at","Q92973"
"55951","221830_at","P10114"
"55952","221831_at","Q86V48"
"55953","221831_at","Q05DE3"
"55954","221832_s_at","Q86V48"
"55955","221832_s_at","Q05DE3"
"55956","221833_at","Q8IUQ4"
"55957","221833_at","Q86WA8"
"55958","221833_at","E7EN44"
"55959","221834_at","Q86WA8"
"55960","221834_at","E7EN44"
"55961","221835_at","Q8N9I9"
"55962","221835_at","A0A024RB96"
"55963","221836_s_at","Q96Q05"
"55964","221837_at","Q53GT1"
"55965","221838_at","Q53GT1"
"55966","221839_s_at","B4E0R5"
"55967","221839_s_at","Q5T6F2"
"55968","221839_s_at","Q9P0H6"
"55969","221839_s_at","B4DH66"
"55970","221839_s_at","B7Z7P2"
"55971","221840_at","P23469"
"55972","221840_at","Q96P81"
"55973","221840_at","A8K2Z9"
"55974","221841_s_at","O43474"
"55975","221842_s_at","P52739"
"55976","221842_s_at","A0A024R087"
"55977","221843_s_at","A8K5C2"
"55978","221843_s_at","Q6P9B6"
"55979","221844_x_at","P61009"
"55980","221845_s_at","Q9H078"
"55981","221845_s_at","A0A140VK11"
"55982","221846_s_at","Q8WXE0"
"55983","221847_at","A0A0G2JPJ8"
"55984","221848_at","A0A0S2Z5X3"
"55985","221848_at","Q8N5A5"
"55986","221849_s_at","Q66K64"
"55987","221850_x_at","Q96P64"
"55988","221850_x_at","Q8TF27"
"55989","221850_x_at","Q5VW22"
"55990","221850_x_at","A0A087X0I8"
"55991","221851_at","Q66K64"
"55992","221852_at","Q5JPE7"
"55993","221853_s_at","Q5JPE7"
"55994","221853_s_at","Q15155"
"55995","221853_s_at","P69849"
"55996","221853_s_at","Q1LZN2"
"55997","221853_s_at","J3KN36"
"55998","221854_at","Q13835"
"55999","221854_at","A0A024R952"
"56000","221855_at","A6NFY7"
"56001","221856_s_at","D3DV11"
"56002","221856_s_at","Q8N5J2"
"56003","221857_s_at","Q5JTD0"
"56004","221857_s_at","A0A024RD56"
"56005","221858_at","O60347"
"56006","221859_at","Q7L8C5"
"56007","221860_at",NA
"56008","221861_at","B7Z1Q3"
"56009","221861_at","P49407"
"56010","221862_at","Q8N344"
"56011","221863_at","Q8N344"
"56012","221864_at","A0A024QZA7"
"56013","221864_at","Q9BRQ5"
"56014","221865_at","Q5VZI3"
"56015","221866_at","B0QYS6"
"56016","221866_at","P19484"
"56017","221866_at","A0A024RCY3"
"56018","221867_at","O75113"
"56019","221868_at","Q9ULR5"
"56020","221869_at","Q96KM6"
"56021","221870_at","A0A024R0S6"
"56022","221870_at","Q9NZN4"
"56023","221871_s_at","Q92734"
"56024","221871_s_at","Q05BK6"
"56025","221872_at","P49788"
"56026","221873_at","P52747"
"56027","221874_at","Q6UXG2"
"56028","221874_at","B4DLZ2"
"56029","221874_at","B4DWM4"
"56030","221875_x_at","P30511"
"56031","221875_x_at","Q5JZ48"
"56032","221875_x_at","Q5JZ47"
"56033","221876_at","Q6ZMS7"
"56034","221877_at","Q8WZA9"
"56035","221878_at","L7T9J5"
"56036","221878_at","Q2NKX9"
"56037","221879_at","Q96GE6"
"56038","221880_s_at","Q3ZCQ3"
"56039","221881_s_at","Q6FIC5"
"56040","221881_s_at","Q9Y696"
"56041","221882_s_at","Q9HCN3"
"56042","221883_at","B4DGV5"
"56043","221883_at","E7EPN6"
"56044","221883_at","Q96I87"
"56045","221883_at","P55347"
"56046","221883_at","Q6PKH2"
"56047","221884_at","Q03112"
"56048","221884_at","C7FEN9"
"56049","221884_at","Q13465"
"56050","221884_at","E7EQ57"
"56051","221884_at","A0A0C3SFZ7"
"56052","221885_at","Q9ULE3"
"56053","221885_at","A2RUF6"
"56054","221886_at","Q9ULE3"
"56055","221886_at","A2RUF6"
"56056","221887_s_at","A0A0C4DFN4"
"56057","221887_s_at","B9EGE6"
"56058","221887_s_at","Q9P202"
"56059","221887_s_at","A0A0A0MRR8"
"56060","221887_s_at","A0A0C4DFT9"
"56061","221888_at","Q6P1N0"
"56062","221889_at","Q8WZ19"
"56063","221890_at","Q8IW09"
"56064","221890_at","Q9H4Z2"
"56065","221891_x_at","P11142"
"56066","221891_x_at","Q53HF2"
"56067","221891_x_at","V9HW22"
"56068","221892_at","R4GMU1"
"56069","221892_at","O95479"
"56070","221893_s_at","A4D1T6"
"56071","221893_s_at","Q7Z695"
"56072","221894_at","A4D1T6"
"56073","221894_at","Q7Z695"
"56074","221895_at","Q8NHP6"
"56075","221895_at","R4GMN1"
"56076","221896_s_at","Q9Y241"
"56077","221896_s_at","A0A024R2M9"
"56078","221897_at","L0CQ38"
"56079","221897_at","Q96A61"
"56080","221898_at","Q86YL7"
"56081","221899_at","B4DPY1"
"56082","221899_at","A0A024RDV2"
"56083","221899_at","Q92802"
"56084","221899_at","Q9Y3H6"
"56085","221900_at","E9PP49"
"56086","221900_at","P25067"
"56087","221901_at","Q3SXP7"
"56088","221902_at","A0A0I9QQ03"
"56089","221902_at","Q6NV75"
"56090","221903_s_at","A0A024R6T1"
"56091","221903_s_at","Q9NQC7"
"56092","221904_at","Q6UXB0"
"56093","221905_at","A0A024R6T1"
"56094","221905_at","Q9NQC7"
"56095","221906_at","B4DRZ5"
"56096","221906_at","Q86VQ6"
"56097","221906_at","Q6F5E7"
"56098","221907_at","A0A024R6Q2"
"56099","221907_at","Q96FX7"
"56100","221908_at","Q96EX2"
"56101","221909_at","Q96EX2"
"56102","221910_at","P50549"
"56103","221910_at","B7Z2C9"
"56104","221910_at","B5MCT2"
"56105","221911_at","P50549"
"56106","221911_at","B7Z2C9"
"56107","221911_at","B5MCT2"
"56108","221912_s_at","Q9BUN5"
"56109","221913_at","Q9NTG7"
"56110","221914_at","P17600"
"56111","221915_s_at","F6WQW2"
"56112","221915_s_at","P43487"
"56113","221915_s_at","A0A140VK94"
"56114","221915_s_at","B4DE76"
"56115","221915_s_at","B3KUP2"
"56116","221915_s_at","D3DX26"
"56117","221916_at","P07196"
"56118","221917_s_at","A0A024RD99"
"56119","221917_s_at","Q12849"
"56120","221918_at","Q00537"
"56121","221918_at","A0A024RBH0"
"56122","221919_at","A0A024RB53"
"56123","221919_at","P09651"
"56124","221919_at","A0A024RAZ7"
"56125","221920_s_at","Q71JB2"
"56126","221920_s_at","Q9NYZ2"
"56127","221921_s_at","Q8N126"
"56128","221922_at","A0A024R0F8"
"56129","221922_at","B4DIF1"
"56130","221922_at","P81274"
"56131","221923_s_at","A0A140VJQ2"
"56132","221923_s_at","P06748"
"56133","221923_s_at","A0A0S2Z491"
"56134","221923_s_at","A0A0S2Z4G7"
"56135","221924_at","Q8NF64"
"56136","221924_at","E7EWM3"
"56137","221925_s_at","Q1MSJ5"
"56138","221925_s_at","Q9H688"
"56139","221926_s_at","Q8NAC3"
"56140","221927_s_at","Q8NFV4"
"56141","221927_s_at","C9J7Q4"
"56142","221927_s_at","D3DXF2"
"56143","221928_at","O00763"
"56144","221929_at","Q8IXT5"
"56145","221930_at","Q9BWX1"
"56146","221930_at","A0A024R336"
"56147","221930_at","A8K856"
"56148","221931_s_at","Q96EE3"
"56149","221932_s_at","Q86SX6"
"56150","221933_at","A0A024RBV0"
"56151","221933_at","B3KP11"
"56152","221933_at","Q8N0W4"
"56153","221933_at","A8K4S1"
"56154","221934_s_at","Q5D0E6"
"56155","221935_s_at","Q5NDL2"
"56156","221936_x_at","Q8IXM3"
"56157","221937_at","Q9UMZ2"
"56158","221938_x_at","Q9Y2X0"
"56159","221939_at","A0A024R7E1"
"56160","221939_at","Q9BWQ6"
"56161","221939_at","K7ENM8"
"56162","221940_at","Q8IZ73"
"56163","221941_at","Q6QHF9"
"56164","221942_s_at","Q02108"
"56165","221942_s_at","B3KU69"
"56166","221943_x_at","A0A024R8P8"
"56167","221943_x_at","P63173"
"56168","221944_at",NA
"56169","221945_at","Q8TF61"
"56170","221946_at","Q5BN46"
"56171","221947_at","Q8NAC3"
"56172","221948_s_at","Q53GT1"
"56173","221949_at","A0A024RA90"
"56174","221949_at","Q9Y2X8"
"56175","221949_at","Q9UQL0"
"56176","221950_at","Q04743"
"56177","221951_at","A0A0A0MS80"
"56178","221951_at","Q96HE8"
"56179","221951_at","A0A0A0MTU4"
"56180","221951_at","B7Z7W9"
"56181","221952_x_at","Q32P41"
"56182","221953_s_at",NA
"56183","221954_at","Q9NX31"
"56184","221955_at","P29992"
"56185","221956_at","O75427"
"56186","221957_at","Q15120"
"56187","221958_s_at","Q5T9L3"
"56188","221959_at","A0A024R7V5"
"56189","221959_at","B3KRT5"
"56190","221959_at","Q8TC76"
"56191","221960_s_at","P61019"
"56192","221960_s_at","A0A024R7V6"
"56193","221961_at","P51798"
"56194","221962_s_at","P62256"
"56195","221962_s_at","A4D1L5"
"56196","221963_x_at","E7ETH6"
"56197","221964_at","O75386"
"56198","221964_at","B7Z1E7"
"56199","221965_at",NA
"56200","221966_at","Q96N19"
"56201","221966_at","Q9NQC5"
"56202","221967_at","O95158"
"56203","221968_s_at","B2R9V3"
"56204","221968_s_at","Q7L3S4"
"56205","221969_at","Q02548"
"56206","221969_at","E7EQT0"
"56207","221969_at","E7ERW5"
"56208","221969_at","C0KTE5"
"56209","221969_at","C0KTF5"
"56210","221969_at","E7ES87"
"56211","221969_at","E7ERK2"
"56212","221970_s_at","Q9H8H0"
"56213","221971_x_at","Q96P64"
"56214","221971_x_at","Q8TF27"
"56215","221971_x_at","Q5VTM2"
"56216","221971_x_at","A6NIR3"
"56217","221972_s_at","A0A024R084"
"56218","221972_s_at","Q9BRK5"
"56219","221972_s_at","A0A024R0A9"
"56220","221973_at",NA
"56221","221974_at","P63162"
"56222","221974_at","X5DP00"
"56223","221975_s_at","O43822"
"56224","221976_s_at","A0A024R216"
"56225","221976_s_at","Q9Y3E1"
"56226","221977_at","A0A024QZ86"
"56227","221977_at","Q13207"
"56228","221978_at","P30511"
"56229","221978_at","Q5JZ48"
"56230","221978_at","Q5JZ47"
"56231","221979_at",NA
"56232","221980_at","Q9BXX0"
"56233","221981_s_at","Q6PJI9"
"56234","221982_x_at","Q14657"
"56235","221983_at","B3KR51"
"56236","221983_at","Q8NC44"
"56237","221984_s_at","B3KR51"
"56238","221984_s_at","Q8NC44"
"56239","221985_at","Q6TFL4"
"56240","221986_s_at","Q6TFL4"
"56241","221987_s_at","Q2NL82"
"56242","221988_at","B7WNH4"
"56243","221988_at","Q9BQ49"
"56244","221989_at","P27635"
"56245","221989_at","A0A087WV22"
"56246","221989_at","X5D2T3"
"56247","221990_at","Q06710"
"56248","221990_at","R9W7C9"
"56249","221990_at","A0A024R524"
"56250","221990_at","A0A024R4X8"
"56251","221991_at","O95157"
"56252","221992_at","A6NHN6"
"56253","221993_s_at","Q9UJK0"
"56254","221994_at","Q96HC4"
"56255","221994_at","B7Z8X5"
"56256","221994_at","B7Z481"
"56257","221994_at","A0A024RDE8"
"56258","221995_s_at","A0A024RDM4"
"56259","221995_s_at","Q9BQC6"
"56260","221996_s_at","A0A024R7S3"
"56261","221996_s_at","P09497"
"56262","221996_s_at","B4DTF9"
"56263","221997_s_at","G5E9P5"
"56264","221997_s_at","Q86TS9"
"56265","221998_s_at","Q8IV63"
"56266","221998_s_at","A0A024QZI4"
"56267","221999_at","Q8IV63"
"56268","221999_at","A0A024QZI4"
"56269","222000_at","Q8IYL3"
"56270","222001_x_at",NA
"56271","222002_at","Q96N11"
"56272","222003_s_at","B7Z9U8"
"56273","222003_s_at","Q96HP0"
"56274","222004_s_at","B7Z9U8"
"56275","222004_s_at","Q96HP0"
"56276","222005_s_at","P63215"
"56277","222006_at","O95202"
"56278","222007_s_at","A0A024R7P2"
"56279","222007_s_at","B2R8G6"
"56280","222007_s_at","Q14318"
"56281","222008_at","P20849"
"56282","222009_at","Q6PRD7"
"56283","222010_at","Q9BWD1"
"56284","222010_at","E7EQR6"
"56285","222010_at","P17987"
"56286","222011_s_at","Q9BWD1"
"56287","222011_s_at","E7EQR6"
"56288","222011_s_at","P17987"
"56289","222012_at","Q66K64"
"56290","222013_x_at","K7ES84"
"56291","222013_x_at","Q96G04"
"56292","222014_x_at","Q9Y2Z2"
"56293","222015_at","P49674"
"56294","222015_at","Q5U045"
"56295","222016_s_at","A0A024RCL4"
"56296","222016_s_at","B3KTA4"
"56297","222016_s_at","Q96LW9"
"56298","222016_s_at","Q96QL1"
"56299","222017_x_at","O75427"
"56300","222018_at","A0A024RB41"
"56301","222018_at","Q13765"
"56302","222018_at","E9PAV3"
"56303","222019_at","O15212"
"56304","222019_at","Q5STK2"
"56305","222020_s_at","Q9P121"
"56306","222020_s_at","B7Z1I4"
"56307","222021_x_at",NA
"56308","222022_at","Q8N9I9"
"56309","222022_at","A0A024RB96"
"56310","222023_at","A8MYJ1"
"56311","222023_at","B0AZU4"
"56312","222023_at","Q12802"
"56313","222024_s_at","A8MYJ1"
"56314","222024_s_at","B0AZU4"
"56315","222024_s_at","Q12802"
"56316","222025_s_at","O14841"
"56317","222026_at","A0A024QYX3"
"56318","222026_at","P98179"
"56319","222027_at","Q9H1E3"
"56320","222028_at","Q02386"
"56321","222029_x_at","O15212"
"56322","222029_x_at","Q5STK2"
"56323","222030_at","O15304"
"56324","222031_at",NA
"56325","222032_s_at","B7ZAX6"
"56326","222032_s_at","B7Z855"
"56327","222032_s_at","Q6U8A4"
"56328","222032_s_at","Q93009"
"56329","222033_s_at","P17948"
"56330","222033_s_at","L7RSL3"
"56331","222034_at","E9KL35"
"56332","222034_at","P63244"
"56333","222035_s_at","P51003"
"56334","222035_s_at","A0A0C4DGK1"
"56335","222035_s_at","A0A024R6J7"
"56336","222035_s_at","A0A024R6M3"
"56337","222035_s_at","G3XAH6"
"56338","222036_s_at","B4DLA6"
"56339","222036_s_at","P33991"
"56340","222036_s_at","B3KMX0"
"56341","222037_at","B4DLA6"
"56342","222037_at","P33991"
"56343","222037_at","B3KMX0"
"56344","222038_s_at","Q9Y5J1"
"56345","222039_at","A0A0C4DGP2"
"56346","222039_at","Q6NWY8"
"56347","222039_at","Q86Y91"
"56348","222039_at","A0A0C4DGP5"
"56349","222040_at","A0A024RB53"
"56350","222040_at","P09651"
"56351","222040_at","A0A024RAZ7"
"56352","222041_at","Q9BZG8"
"56353","222041_at","Q8WZ82"
"56354","222042_x_at","Q86XN8"
"56355","222043_at","P10909"
"56356","222044_at","Q9H4Z3"
"56357","222045_s_at","Q9H4Z3"
"56358","222046_at","Q9BXP5"
"56359","222047_s_at","Q9BXP5"
"56360","222048_at",NA
"56361","222049_s_at","P02753"
"56362","222049_s_at","Q5VY30"
"56363","222050_at",NA
"56364","222051_s_at","Q15329"
"56365","222052_at","Q5BKX5"
"56366","222053_at","A0A024R5A7"
"56367","222053_at","A8K0D4"
"56368","222053_at","Q9Y6J9"
"56369","222054_at",NA
"56370","222055_at","A0A024RE27"
"56371","222055_at","Q96GK7"
"56372","222055_at","Q6P2I3"
"56373","222055_at","B4DHE4"
"56374","222056_s_at","A0A024RE27"
"56375","222056_s_at","Q96GK7"
"56376","222057_at","A0A024R1M6"
"56377","222057_at","Q9UGY1"
"56378","222058_at","Q86XS8"
"56379","222058_at","Q2HIY3"
"56380","222058_at","E5RI87"
"56381","222059_at","Q8IW09"
"56382","222059_at","Q9H4Z2"
"56383","222060_at",NA
"56384","222061_at","P19256"
"56385","222062_at","Q6UWB1"
"56386","222063_s_at","A0A024RDG8"
"56387","222063_s_at","Q92903"
"56388","222064_s_at","Q9BTE6"
"56389","222064_s_at","E9PB15"
"56390","222064_s_at","B9A003"
"56391","222065_s_at","Q13045"
"56392","222066_at","A0A0C4DH22"
"56393","222066_at","B7Z653"
"56394","222066_at","Q9H4G0"
"56395","222067_x_at","A0A024QZZ7"
"56396","222067_x_at","P58876"
"56397","222067_x_at","P62807"
"56398","222068_s_at","Q8NEP3"
"56399","222068_s_at","A0A140VJN4"
"56400","222069_s_at","Q6ZRC2"
"56401","222069_s_at","Q8TB24"
"56402","222069_s_at","Q6NSK7"
"56403","222069_s_at","Q86U22"
"56404","222070_at","Q8IYX4"
"56405","222071_s_at","Q6ZQN7"
"56406","222072_at",NA
"56407","222073_at","Q01955"
"56408","222074_at","P06132"
"56409","222075_s_at","A0A0G2JH29"
"56410","222075_s_at","Q9UMX2"
"56411","222075_s_at","H0Y7Y4"
"56412","222076_at","Q99075"
"56413","222077_s_at","A0A024R136"
"56414","222077_s_at","B2RE34"
"56415","222077_s_at","Q9H0H5"
"56416","222078_at","P30613"
"56417","222079_at","B4DN83"
"56418","222079_at","P11308"
"56419","222079_at","A0A0C4DG41"
"56420","222079_at","B4DVX5"
"56421","222079_at","B5MDW0"
"56422","222080_s_at","Q9NXA8"
"56423","222080_s_at","A0A024R012"
"56424","222081_at","Q9NXA8"
"56425","222081_at","A0A024R012"
"56426","222082_at","O95365"
"56427","222083_at","Q6IB77"
"56428","222084_s_at","A0A024R4Z9"
"56429","222084_s_at","O95248"
"56430","222085_at","Q3ZCQ3"
"56431","222086_s_at","Q8N2E5"
"56432","222086_s_at","Q9Y6F9"
"56433","222087_at",NA
"56434","222088_s_at","Q8TDB8"
"56435","222088_s_at","P11169"
"56436","222089_s_at","Q8IYS4"
"56437","222090_at",NA
"56438","222091_at","Q9UM19"
"56439","222091_at","B4DGW9"
"56440","222092_at","Q16825"
"56441","222093_s_at","Q9C086"
"56442","222094_at","Q9BQ83"
"56443","222094_at","P0DMM9"
"56444","222094_at","P0DMN0"
"56445","222094_at","Q1ET61"
"56446","222095_s_at","Q96GL9"
"56447","222096_x_at",NA
"56448","222097_at",NA
"56449","222098_s_at",NA
"56450","222099_s_at","Q8ND56"
"56451","222100_at","P05181"
"56452","222101_s_at","Q96JQ0"
"56453","222102_at","Q16772"
"56454","222102_at","Q5JW85"
"56455","222103_at","P18846"
"56456","222104_x_at","Q13889"
"56457","222104_x_at","A0A087WYD5"
"56458","222105_s_at","A0A024R1Z4"
"56459","222105_s_at","Q9NYR9"
"56460","222106_at","A7U7M2"
"56461","222106_at","Q9UKY0"
"56462","222107_x_at","Q9Y250"
"56463","222108_at","A0A024R127"
"56464","222108_at","Q86SJ2"
"56465","222109_at","A0A024R9Y6"
"56466","222109_at","Q05DU1"
"56467","222109_at","Q9NVN8"
"56468","222110_at","B2R9F5"
"56469","222110_at","Q96HI0"
"56470","222111_at","Q8NBR6"
"56471","222112_at","Q9UBC2"
"56472","222112_at","A0A024R7G6"
"56473","222113_s_at","Q9UBC2"
"56474","222113_s_at","A0A024R7G6"
"56475","222114_x_at","Q8IYX4"
"56476","222114_x_at","Q9H6Y2"
"56477","222114_x_at","G3V1J0"
"56478","222115_x_at","Q49A26"
"56479","222115_x_at","Q9NZ78"
"56480","222115_x_at","D3DUE6"
"56481","222116_s_at","Q8TBP0"
"56482","222117_s_at","A4D1T6"
"56483","222117_s_at","Q7Z695"
"56484","222118_at","Q96H22"
"56485","222119_s_at","Q86XK2"
"56486","222120_at","Q96H86"
"56487","222120_at","A0A024QZB2"
"56488","222121_at","A0A140VJU4"
"56489","222121_at","B3KXG0"
"56490","222121_at","Q96DR7"
"56491","222122_s_at","Q8NI27"
"56492","222123_s_at","Q9Y2N7"
"56493","222123_s_at","B2RBI6"
"56494","222123_s_at","H0YDZ5"
"56495","222123_s_at","M0R104"
"56496","222124_at","Q9Y2N7"
"56497","222124_at","B2RBI6"
"56498","222124_at","H0YDZ5"
"56499","222124_at","M0R104"
