Entry	yourlist:M20200101216DA2B77BFBD2E6699CA9B6D1C41EB26D9AB2D
O76099	117779
Q9Y3N9	117792
O43869	117796
Q9GZK4	117800
Q9UHK0	117807
O76087	117808
P0CL80	117808
P0CL81	117808
P0CL82	117808
Q4V326	117809
Q96S38	117810
Q96HL8	117811
Q96D42	117812
Q9UHE8	117921
O14841	117922
Q99954	117923
O60518	117924
Q9UBF2	117926
O60381	117927
Q8NFP9	117928
Q9UHD1	117929
Q96IW7	117937
Q9Y2T2	117938
P11940	117939
Q9ULX6	117940
Q9Y3C5	117941
O95900	117942
Q9UGM5	117944
Q96F07	117945
Q99543	117946
Q9UK80	117950
Q9HCT0	117951
Q6PIU1	117954
Q9BV87	117955
Q00994	117956
Q9UI46	117957
Q9Y639	117958
Q9UJU5	117959
Q99853	117960
Q9UHC1	117961
Q7Z494	117962
P98194	117963
Q9Y2Y4	117964
Q9UKU7	117965
Q9Y5S8	117966
Q9Y286	117967
Q8IZ69	117968
Q9NZM6	117970
O43561	117971
Q68CQ4	117972
Q8IZL8	117973
Q7KZF4	117974
Q15327	117975
P42857	117976
Q9NUL3	117978
Q9H2U2	117979
Q9H3K2	117980
Q9UN19	117981
P49754	117982
Q9UQV4	117983
O95857	117984
O95274	117985
Q9UPM9	117986
Q8IZ73	117987
Q96DY7	117988
Q9H334	117989
Q9P2W7	117990
O14949	117991
Q9H4F1	117992
Q9UF02	117993
Q9UBN1	117994
O43617	117997
O75529	117998
Q9HB71	118001
Q9BQI3	118002
Q8TBH0	118004
O95625	118005
Q99766	118006
Q9H190	118007
Q96PG8	118009
Q9BXH1	118009
Q9NP56	118010
Q9UK85	118011
Q9UBT3	118012
Q9UBP4	118013
Q15735	118015
Q9UHB7	118016
Q8NDV3	118018
Q9UIA0	118019
Q9UBY9	118020
Q9Y283	118021
Q9Y5X3	118022
Q9UBL6	118023
O95049	118025
Q86VD1	118026
Q9UHD4	118027
Q9ULE6	118028
Q7Z7B0	118029
Q9ULE4	118030
Q9ULE3	118031
Q9NRP7	118032
Q8IZJ3	118033
Q9ULD6	118034
Q9ULD5	118035
Q9ULD4	118036
Q9UHP6	118037
Q9UHB4	118038
Q9BZP6	118039
Q9UKV8	118041
Q02083	118042
Q9BXA9	118043
Q9UI32	118044
Q9Y255	118045
Q9NY26	118050
Q9NRH3	118052
Q9NZH7	118053
Q9NZH6	118054
Q9UHA7	118055
Q9Y336	118056
Q9NYZ4	118057
Q9UN37	118059
Q9NRI5	118061
Q9UHF5	118065
Q9BXC0	118073
Q96P69	118076
Q9P296	118077
Q9UGJ1	118078
Q9Y6X1	118079
Q9NPI5	118080
Q14749	118081
O75897	118082
Q96H96	118083
P53367	118084
Q5VV41	118085
Q92917	118086
Q9Y3P8	118088
Q3SYG4	118089
O75509	118090
O43633	118091
Q9Y6P5	118092
Q5TGY3	118093
Q9Y4L5	118094
Q9UMS0	118095
Q96DZ1	118096
Q9H3L0	118097
Q53EL6	118098
Q9Y2M5	118100
O14917	118101
Q9Y534	118102
Q9UQ52	118103
O15116	118104
P62310	118105
Q9UJW2	118107
O43704	118108
Q9UIF3	118109
O95231	118111
O75526	118112
Q92730	118113
O60575	118114
Q7Z5L2	118115
Q9UNQ2	118116
Q92485	118117
Q9UQ10	118118
Q53GG5	118119
Q9Y2B4	118120
O75575	118121
Q6NX49	118123
Q9UBZ4	118124
O95393	118125
Q6XE24	118126
O95396	118127
O60760	118128
Q9Y3S2	118131
Q15771	118132
Q9UHJ9	118133
P38159	118134
O15405	118139
Q8NDV7	118141
Q9BZA7	118142
Q9Y5C1	118143
Q9UK32	118144
Q14966	118145
O00461	118146
Q9UBQ5	118148
O43719	118149
Q16763	118150
Q9UMS4	118151
O75691	118152
Q9Y3A4	118153
Q9UJ41	118154
Q9UGP5	118155
Q9UHG2	118156
Q5BJF2	118158
Q9UEW8	118159
O14657	118160
Q8IVS2	118161
Q9NRW3	118162
Q6ICB0	118163
Q96HU1	118164
O43464	118165
Q9NZL9	118166
Q5JU69	118167
Q8N2E6	118167
Q9NP87	118168
Q9HC35	118169
Q9BXQ6	118172
Q9BXW7	118173
Q9BXF3	118176
Q9Y6V0	118178
Q9Y5P8	118179
Q96BD0	118180
Q9UIG8	118181
Q9NPD5	118182
Q9HBT6	118200
Q9NYR9	118388
Q9NYS0	118389
Q9H159	118390
O00548	118391
Q92519	118779
O60826	118780
O75628	118781
Q9Y2Q5	118783
Q9Y2Q9	118784
Q9Y2R0	118785
Q3YBM2	118786
Q96C86	118787
Q86WC4	118788
Q9Y2X7	118789
Q9Y2P4	118790
Q9Y343	118791
Q9Y6E2	118793
Q9H0W9	118794
Q9H7C9	118795
Q9Y6A9	118796
Q9Y676	118797
Q9UNZ5	118798
Q9H845	118799
Q9Y6G3	118800
Q9Y6G1	118801
Q8WYA0	118802
Q9Y5Y0	118803
Q9H4X1	118805
Q9ULC4	118806
Q9H213	118807
Q9ULX3	118808
Q9UJU6	118809
Q9BV86	118810
Q2TB18	118811
Q9GZQ3	118812
Q9BQ69	118813
Q9H2X6	118815
Q9BYD1	118817
Q9UIH9	118818
Q8NBI5	118823
Q6PL18	118827
Q14CZ0	118829
Q8NDB6	118833
Q96A57	118834
A4D1P6	118837
Q9H5U6	118838
Q8IWR0	118841
Q8NCP5	118842
Q9H0I3	118843
Q96EU7	118844
Q9BYW2	118845
Q9H0U6	118846
Q9P032	118848
Q9NPJ6	118849
Q9P031	118850
Q9NRN9	118851
Q9BY43	118852
Q8N3Z3	118853
Q9NRX4	118854
Q9NWV8	118855
Q9P016	118856
Q9P015	118857
Q9NPD8	118858
Q9BVV7	118859
Q8NFX7	118860
Q9NWU5	118862
Q3ZCW2	118863
Q53FV1	118864
Q9P003	118865
Q9HD47	118866
Q9P000	118867
Q9BTX3	118868
Q9NP77	118869
Q9NRR4	118870
Q9Y5T4	118871
Q9Y5N5	118872
Q9Y6A4	118873
Q8WXD2	118874
Q9UKK6	118875
Q9ULZ3	118876
Q9Y613	118877
Q9UHD2	118878
Q6UXA7	118879
Q9UI15	118880
Q9UHR5	118881
Q8WY64	118882
Q9NPI1	118883
Q9UHL0	118884
Q9UI47	118885
Q9UHP7	118886
Q9UI38	118887
Q6UB99	118888
Q9UHV8	118889
Q9NZQ7	118891
Q9H0H5	118892
Q96T88	118893
Q8WV28	118894
Q9UHP3	118895
Q9UKS6	118896
Q9NZQ9	118898
Q9NYL9	118899
Q9NZR1	118900
Q9BWT7	118908
Q9ULW3	118909
Q9HBI1	118912
Q6IBW4	118913
Q96SQ9	118915
Q9NTK5	118917
Q9UDW1	118920
O60688	118923
Q8WTX9	118924
Q9ULC8	118925
Q9BWE0	118927
Q9NZI5	118928
Q9NZI6	118929
Q9P0U3	118930
P0C1Z6	118931
Q9Y6W8	118933
Q9NPG3	118934
Q9Y673	118935
Q9UHC9	118936
Q9UJX6	118937
Q9UIV1	118938
Q9Y5X2	118939
Q9Y5X0	118940
Q9NRL3	118941
Q13823	118942
Q8NDT2	118943
Q9P2W1	118945
Q10570	118946
Q96A32	118947
Q13595	118948
P81274	118949
Q8WUB2	118951
Q9BWC9	118952
O00418	118953
O15466	118954
Q9NRS6	118955
Q96ED9	118957
Q9Y5Z9	118958
Q9Y5Z7	118959
Q9Y5W9	118960
Q96DM3	118961
Q96C36	118962
Q9Y5B8	118963
Q9Y5L2	118964
Q9Y6I3	118965
Q9Y5P6	118966
Q96IJ6	118967
P61619	118968
Q9Y584	118969
Q9Y672	118970
Q9UMY4	118974
Q13156	118975
Q9UMX5	118976
Q9UL01	118977
Q6P5Z2	118978
Q9UJV8	118979
Q9ULC6	118980
Q9UL41	118981
Q9UJX5	118982
Q9UJW9	118983
Q9UJW3	118984
Q9UJX0	118985
Q9UHV2	118987
Q6ZMN7	118988
Q9UHL4	118989
Q9UKU6	118990
Q9UKY4	118991
Q96G23	118992
Q6NUK1	118993
Q9UHY1	118995
Q9UI43	118996
Q9H305	118998
Q13033	118999
Q9Y561	119000
Q9Y617	119001
Q9P1T7	119002
Q9NQ94	119004
Q9UHD9	119006
Q9UMX0	119007
Q9NYP3	119008
Q96F24	119009
O00212	119010
Q9BRY0	119011
Q9NY64	119013
Q9NPH6	119014
Q9UKJ0	119015
Q9NY56	119016
Q9UKJ1	119017
Q9BY11	119018
Q9UIF8	119019
Q9NZU5	119020
Q9NZM5	119021
Q9NZM4	119022
Q9NQT6	119023
O14787	119024
Q96HE7	119025
O95967	119026
Q9UL17	119027
Q96B97	119029
O43711	119030
Q9Y2V3	119034
P57058	119035
P57073	119036
Q9NZR4	119037
Q969X2	119039
Q9UHX3	119041
Q9Y2W7	119042
Q9NS61	119043
Q9NZI2	119044
Q9P0U4	119045
Q86Y25	119048
Q8TCD5	119049
Q9P1U0	119050
Q9NNX6	119051
Q5QJE6	119052
O14512	119053
Q9H223	119054
Q9NZN3	119055
Q9NZN4	119056
O75638	119058
Q99570	119059
Q86X02	119060
O14907	119061
Q9UJZ1	119062
Q9ULJ3	119066
Q9BY12	119067
Q9P2S5	119068
Q9UBG3	119069
P56880	119070
Q7LG56	119071
Q9NZC9	119072
P27469	119073
Q9NZ20	119074
Q8N4C8	119075
Q9UJ71	119076
Q9NPH5	119078
P25940	119080
Q8IZU3	119081
Q9NZ53	119082
Q9P2X7	119083
Q9NPF2	119084
Q9HCQ5	119094
Q9HBE5	119095
Q9GZX6	119096
Q9HBG4	119097
Q9NZM3	119098
Q9H4E7	119099
Q6ZMK1	119101
P57678	119102
Q9NYX4	119105
Q6IWH7	119107
Q9NP80	119111
Q9NR80	119114
Q9NR81	119115
Q9Y4Z2	119118
Q5TAQ9	119121
Q9NYG8	119122
Q9P2K5	119124
P78413	119125
Q9ULH1	119126
Q9UIJ7	119127
Q5SSJ5	119128
Q9Y3E1	119129
Q9UBW8	119130
Q15738	119131
Q9NYW2	119146
Q9NYW3	119147
Q9NYV9	119148
O43323	119151
Q9Y624	119153
Q6PIZ9	119154
O15195	119155
Q9NPB6	119157
Q9UMR7	119158
Q9BQ16	119160
Q9NZ72	119161
Q8WVD5	119162
Q9P121	119163
Q9NRV9	119164
Q4KMG0	119165
Q9BZS1	119170
Q9Y566	119171
Q9Y458	119172
Q9BQB4	119186
Q9Y3A6	119207
Q9H1N7	119208
Q96E29	119209
Q9Y3C4	119210
Q9Y3C7	119211
Q9Y2Z9	119212
Q9Y303	119213
Q9NQQ7	119214
Q8N9N2	119215
Q9GZP9	119216
Q9NQT5	119217
Q96GK7	119218
Q9Y3B1	119219
Q9Y3B2	119220
Q96CN7	119222
Q9Y3B6	119223
Q9Y3B9	119224
Q9Y3C0	119225
Q7Z4H3	119226
Q9Y3D3	119227
Q9NS18	119228
Q9Y3D5	119229
Q9Y3D6	119230
Q9Y3D7	119231
Q9Y3E0	119232
Q9Y3E2	119233
Q86VN1	119234
Q9BSY9	119235
Q9NYZ1	119236
Q9HC38	119237
P08218	119238
Q04323	119239
O00488	119241
O15156	119242
O43173	119243
O75496	119246
P28838	119248
O95876	119249
Q5VV52	119250
Q49AJ0	119251
O95881	119252
Q6PKC3	119253
Q8WXF7	119254
Q71UM5	119256
Q9Y2M2	119257
Q9Y2Z4	119258
Q96D46	119259
Q5T653	119260
Q9Y314	119261
Q9Y315	119262
Q9Y316	119263
Q9BYD3	119264
Q96GX9	119265
Q9Y320	119266
Q9NTM9	119267
Q9Y324	119268
Q8WY91	119269
Q9P0J0	119270
Q9Y2R9	119271
P22466	119273
Q9Y2S2	119274
Q9NP71	119275
Q59H18	119276
Q9Y2T7	119277
Q96PQ7	119278
Q9Y342	119279
Q9HD40	119280
Q8NBJ9	119281
Q96FB5	119282
Q96A54	119283
Q96Q11	119284
Q9Y5J1	119285
Q8NBX0	119286
Q9Y366	119287
Q8WTS1	119288
Q9Y371	119289
Q96GY0	119290
Q9BV79	119291
Q9Y375	119292
Q5VST6	119293
A8MW92	119294
Q8WVM0	119295
Q96BI3	119296
Q9H1A3	119297
Q8TC12	119298
Q53H82	119299
Q4FZB7	119300
Q8WVT3	119301
Q9Y397	119302
Q96DB5	119303
Q9Y399	119304
Q9Y3A0	119305
Q9Y3A2	119306
Q9Y3A5	119307
Q9UNX3	119308
Q86X83	119309
Q9Y5V0	119310
Q9Y5U9	119311
Q7Z5G4	119312
P61599	119313
Q9Y577	119314
Q9Y6B6	119315
Q9BY76	119316
Q9Y575	119317
Q9UIL8	119318
Q9NVW2	119319
Q9Y597	119320
Q9Y592	119321
Q9NWZ3	119322
Q5M7Z0	119323
Q9BT78	119324
Q9Y5U4	119325
Q9Y6H1	119326
Q9Y6G9	119327
Q53GQ0	119328
Q9UNA3	119330
Q9UNL4	119331
Q5T4B2	119332
Q9BRK5	119334
Q9UMX9	119335
Q9UKD2	119337
Q9UK76	119338
Q9UK55	119339
Q9UK33	119340
Q9UK41	119341
Q9UHF1	119343
Q9UK59	119344
Q9UJW0	119345
Q8N5Z0	119346
Q7L1T6	119347
Q9UKN7	119348
Q8NBQ5	119349
Q9BPX1	119350
Q9UK23	119351
Q9UJT1	119352
Q9UJT0	119353
Q9UJU2	119354
Q53GL0	119355
Q9NYQ3	119356
Q7Z4W1	119357
Q0VDF9	119358
Q9UHW5	119359
Q96SW2	119360
Q9UHQ7	119361
Q9UHA3	119362
Q9UHA2	119363
Q9UII4	119365
Q9UBR5	119366
Q9UID6	119367
Q9UI26	119368
Q9UHV5	119369
Q9P212	119370
Q8N4C6	119372
Q9UI42	119373
Q9UIJ5	119374
Q9H0S4	119375
Q9BXS6	119376
Q9BSH4	119377
Q9NPH0	119378
Q9HCN6	119379
Q6B8I1	119380
Q9UII6	119380
P56856	119381
Q9NP90	119382
Q9P127	119383
Q86SX6	119386
Q9P2Y4	119387
Q8IYF1	119388
Q9P2A4	119389
Q9P299	119390
P57054	119391
Q9NZD2	119392
Q9BVI0	119393
Q8IV63	119394
Q9NZV1	119395
Q6PGQ1	119396
Q5J8M3	119397
Q9BTY7	119398
Q8WU39	119399
Q53RE8	119400
Q9P0S2	119401
Q6PII3	119402
Q8N114	119403
Q9BPZ3	119404
Q5EBL8	119405
Q9P0P8	119407
Q9H0P0	119408
Q8IXR5	119409
Q9BZE1	119410
Q9P0P0	119411
Q9P0N9	119412
Q9P0N8	119413
Q4U2R6	119414
Q9P0N5	119415
Q9BVG4	119416
Q8TCC3	119417
Q9P0M9	119418
Q8IVW4	119419
Q9P126	119420
Q8NC01	119421
Q9P0Z9	119422
Q5H9I0	119423
Q9NZ09	119424
Q9NYM9	119425
P57682	119426
Q7Z3V5	119428
Q9NZQ0	119429
Q5VY09	119430
Q9NZP8	119431
Q8NBJ4	119432
Q9P2S6	119433
P57086	119434
Q9NZS9	119435
Q9NYK1	119436
Q9NYN1	119437
Q8N111	119438
Q9NSD7	119440
Q96RQ1	119441
Q9P107	119442
Q9P2T1	119443
Q9NPF0	119444
Q9NPG4	119445
Q9BQ95	119446
Q8IY34	119447
Q9NP55	119448
Q9P2T0	119449
Q9NPD7	119450
Q9NPL8	119451
Q9NYL5	119453
Q9NYL4	119454
Q9NYG2	119455
Q9NPC2	119456
Q9NYF5	119457
Q9NYF3	119458
Q9BRK0	119459
Q9P291	119460
Q8WUG5	119461
Q9NR97	119462
Q9NYZ2	119463
Q6UWH4	119464
Q8N427	119465
Q9NPI7	119466
Q9NZF1	119467
Q96BD5	119468
Q9NZE8	119469
Q96IZ7	119470
Q5U5Q3	119471
Q86W34	119472
Q9BTA9	119473
Q9NZD8	119474
Q8IVW1	119475
Q9NZD4	119476
Q66PJ3	119477
Q9NP84	119478
Q9NRC6	119479
Q7L3S4	119480
Q569H4	119481
Q9NPE2	119482
Q8WUY1	119484
Q9NYF0	119486
Q9BZJ0	119487
O95365	119488
Q9UM11	119489
Q9H2K8	119490
Q9NZS2	119491
Q01546	119492
Q03924	119493
O43462	119495
Q9UJC3	119496
O60508	119497
Q7LFX5	119498
O75800	119499
Q53H76	119500
O95071	119501
Q969H6	119502
Q9Y6I9	119503
Q9Y244	119504
Q9Y2S6	119505
Q9Y2R5	119506
Q6UW56	119507
Q9UNH6	119508
Q9Y5K5	119509
Q9Y264	119510
Q8IUI8	119511
Q9Y600	119512
Q9Y5K8	119513
Q9UBV4	119514
Q86UQ0	119515
Q9Y262	119516
Q9Y221	119517
Q9H446	119518
Q9NVV5	119519
Q9Y5S1	119520
Q9Y6G5	119521
Q9Y284	119522
Q9Y296	119523
Q9Y570	119524
Q9UMY1	119526
Q9Y5R4	119527
Q9UBW5	119528
O94805	119529
Q9Y2J4	119530
Q9UGJ0	119531
Q9UBT6	119532
Q9UII5	119533
Q9UJV9	119534
Q9Y5X1	119535
Q9UBS9	119536
Q9UJX4	119537
Q9UJX3	119538
Q6AZY7	119539
Q9UBF1	119540
Q9UBU6	119541
Q9UM19	119542
Q9Y5A9	119543
Q99990	119544
Q8WVD3	119545
Q9UHH9	119546
Q9UHG3	119547
Q9UIC8	119549
Q9UBP9	119550
Q9UBZ9	119551
Q9UBD6	119552
Q9UHJ3	119553
Q9Y385	119555
Q9UI08	119556
Q9UHG0	119558
Q9UHB6	119559
Q9NPB3	119560
Q9NPH2	119562
P56937	119563
Q9P2R3	119564
Q5T280	119567
Q9Y3C1	119568
Q9Y3I0	119569
Q9P035	119570
Q05D32	119571
Q8IXH7	119572
O43715	119573
Q53FT3	119574
Q9P013	119575
Q9UI30	119576
Q9Y3C8	119577
Q9BY42	119578
Q9NZZ3	119579
Q9NYZ3	119580
Q9Y603	119581
Q9NZJ0	119582
Q9NZQ3	119583
Q9P2J5	119584
Q9P0S9	119585
Q7LFL8	119586
Q9NPI0	119587
Q9NX31	119588
Q9P0R6	119589
Q9P055	119590
Q9NYG5	119591
Q86WB0	119592
Q9BU70	119593
Q9BWX1	119594
Q9NP79	119595
Q8NEY8	119596
Q9UDX5	119597
Q9NP64	119598
Q96I15	119599
Q9P1Q0	119600
Q9P0T4	119601
Q9NRC8	119602
Q8N6T7	119603
Q9BW66	119604
P61106	119605
Q9NPB9	119606
Q8IYB4	119607
Q86UY8	119609
Q9NRW1	119610
Q9NPF7	119611
Q9NS73	119612
Q8WUI4	119613
Q9UH62	119614
O95551	119615
P61960	119616
Q9NUQ9	119617
Q9NZC3	119618
Q4G0J3	119619
Q9H501	119620
O14977	119621
O94913	119622
Q96RN5	119623
Q8N2W9	119624
Q9UPN9	119625
Q9BXP5	119626
A2RRP1	119627
O60888	119628
Q86X29	119629
Q9Y234	119630
Q9Y2X3	119631
Q8N6R0	119632
Q969N2	119633
Q9UJA5	119634
Q9UI12	119635
Q7L5D6	119636
Q9H2P9	119637
Q9Y282	119638
Q9HBM6	119639
Q9Y328	119640
Q9Y2X8	119641
Q9Y2Y9	119642
Q8TCX1	119644
Q9BZJ4	119645
Q9Y383	119646
Q8N6M0	119647
Q9Y388	119648
Q9Y394	119649
Q9Y224	119650
Q9Y3B4	119651
Q96GC5	119652
Q9HC24	119653
Q9Y3C6	119654
P62699	119655
Q9Y3D0	119656
Q9Y3D9	119657
Q9Y291	119658
Q9Y3E5	119659
Q9Y3E7	119660
Q96SZ6	119661
Q9Y272	119662
Q9Y6J8	119663
Q9Y248	119664
Q9Y5U8	119665
Q9Y680	119666
Q96KR1	119667
Q9Y576	119668
Q9Y574	119669
Q9Y5A7	119670
Q9Y547	119671
Q96BY9	119672
Q96Q27	119674
Q9NZW5	119675
Q9UMX1	119676
Q9UMX2	119677
Q9UK45	119678
O95777	119679
Q9UKF6	119680
Q9UL33	119681
Q9UBI9	119682
Q9UBQ0	119683
Q6BCY4	119684
Q9UBE8	119685
Q9ULW8	119686
Q9ULC5	119687
Q9NZH0	119688
Q9ULC0	119689
Q9UHQ9	119690
P15621	119691
P62341	119693
Q9ULC3	119694
Q9Y376	119696
Q96RL1	119697
Q9UH90	119698
Q9UBS4	119699
P30085	119700
Q9Y2Y1	119701
Q9Y2W2	119702
Q9NZV6	119704
Q8TEU7	119705
Q9UBU3	119706
Q9NZC7	119707
Q4LE39	119708
Q9BZW8	119709
O95232	119710
Q9NZ71	119711
Q9P298	119712
Q9NZ08	119713
A6NDV4	119714
Q9NYV4	119715
Q9NZ63	119716
Q9BSW7	119717
Q9NTI2	119718
Q92930	119719
Q9BT40	119720
Q9P2W3	119721
Q9P289	119722
Q9NS93	119723
Q96T23	119724
Q9NYL2	119725
Q9NPC6	119726
Q7LBC6	119727
Q9UIU6	119730
Q9NZJ6	119731
Q9NZT1	119732
Q9NY65	108282,119733
Q9H814	119734
Q86SF2	119735
Q9NZK5	119736
Q9H165	119737
Q9H0C5	119740
Q15506	119741
Q9BW91	119744
Q9BZW5	119747
P57075	119748
Q9HBF4	119749
Q9NZR2	119750
Q8TE04	119751
Q92529	119752
Q7Z3B4	119759
Q9ULQ1	119760
Q9NZA1	119781
Q9P2W9	119782
O95983	119788
Q9P0K1	119789
Q9HAY6	119790
Q9UGI9	119791
Q86YD1	119792
Q9H228	119793
P58549	119795
Q9H0Q3	119799
Q96DB9	119800
Q9NQS5	119803
Q9UHF4	119804
Q6UXL0	119805
Q8N441	119806
Q96F05	119808
Q9BYJ4	119809
Q9HBB8	119810
Q8NEV4	119814
Q9NRD9	119815
P61018	119816
Q969Q5	119817
Q9BRX2	119818
Q9H2H8	119820
Q9BXU8	119822
O94779	119823
Q9HCP0	119824
Q9NPC4	119825
Q9P2I0	119826
Q9NSI6	119828
P57057	119832
P57052	119845
P57721	119851
P58505	119868
P58557	119869
P58511	119872
Q9NYP9	119875
Q9NVD3	119892
P58499	119895
Q96NY7	119900
A4D1B5	119901
Q9NR96	119902
Q9NRF9	119903
Q9NRG0	119904
Q9NYK5	119918
Q9NYK6	119919
Q96GG9	119920
Q9NR45	119921
P99999	119922
Q9UJM3	119923
P57789	119924
Q9NZC2	119925
Q9NP99	119926
Q9NSN8	119928
Q9NY99	119929
Q9NS66	119931
P60893	119932
P59768	119933
Q8TB36	119934
Q9P2X0	119935
P35713	119936
Q86WB7	119937
P56705	119939
Q9UJM8	119941
Q9NYB0	119942
Q96QD8	119943
Q9NZ94	119944
Q9HAT2	119945
Q8IXB1	119947
Q9Y548	119948
Q9NY12	119949
Q8WYL5	119950
Q8TE82	119952
Q9P283	119953
Q9NXC2	119954
Q9P2N5	119955
O75995	119956
Q9NXV2	119958
Q9NQW6	119959
Q8WYP3	119960
Q9ULI0	119961
Q6P3S6	119962
Q9BXT6	119963
Q5H9L4	119964
Q9NZ81	119965
P82921	119966
Q969U6	119967
Q9H7U1	119968
Q9H6L5	119969
Q8IZH2	119970
Q9NY74	119971
Q99865	119972
Q9P2G1	119973
Q9NXC5	119974
Q6FIF0	119975
Q9NQG6	119977
Q9H0E2	119978
P35900	119979
Q9NVX2	119980
Q9NWF9	119981
Q9HAU0	119982
Q9BSJ6	119983
Q9P2E5	119984
Q9NUP7	119985
Q8WYQ5	119986
Q9BY64	119987
Q9NUU6	119988
A8MQ27	119989
Q6IPW1	119990
Q96JJ7	119991
Q9NVM4	119992
Q9P2D3	119993
Q9NWM0	119994
Q9UM00	119995
A0AV96	119998
Q8IUH4	119999
Q9H3G5	120000
Q7Z478	120001
Q6UY14	120002
Q9HBH0	120004
Q9HCL0	120005
Q8TB92	120006
Q9NPD3	120007
Q9NQI0	120009
Q9UGC7	120010
Q96PZ0	120011
Q7Z5R6	120012
Q567U6	120013
Q5JSH3	120014
Q6P6B7	120015
Q9NWL6	120017
Q8N344	120019
Q70EK8	120020
Q8N5N7	120021
Q8TD31	120022
Q8TAG9	120023
Q86V20	120024
Q8WZ75	120025
Q9NX14	120026
Q96PV7	120027
Q9NX09	120028
Q9HBD1	120029
Q9P0U1	120030
Q9UGL9	120031
Q9C0I1	120032
Q9NXI6	120033
Q58EX2	120034
Q7Z6G3	120035
Q9NVN8	120037
Q86VZ2	120039
Q9Y6V7	120040
Q9NXR8	120041
Q96EQ0	120042
Q9NWH7	120043
Q9H329	120044
Q9HAW8	120053
Q9HAW7	120055
P19224	120056
Q9GZT9	120060
Q9BYB4	120061
Q9NQ48	120062
Q9BRK3	120064
Q5T7N2	120072
O60656	120073
Q9NV92	120074
Q9NY93	120075
Q9ULG1	120076
Q5T5M9	120077
Q6PCT2	120078
Q8N0Z9	120079
Q9NXU5	120080
Q8N7H5	120081
Q460N5	120082
Q9P2G4	120084
Q8NBR6	120085
P22310	120086
P22309	120087
Q6RFH5	120092
Q9NUM4	120093
Q5VWQ0	120094
Q9H3W5	120095
Q9UJA2	120096
Q9BX10	120097
Q9UKG9	120098
Q9NWK9	120099
Q9NXG6	120100
Q9H8J5	120101
Q9NYV6	120102
Q9P0J1	120103
Q9H9Y4	120104
Q9NX47	120105
Q9NQW8	120106
Q9NWB1	120107
Q9NP91	120108
Q01804	120112
Q9BVK6	120115
Q8IXU6	120116
Q14964	120117
Q99549	120119
Q6GPH4	120121
O15243	120123
Q9UM22	120127
Q8WUP2	120128
A1L443	120131
Q8NFM7	120132
Q8TBB5	120134
Q6UW60	120136
Q8IYS0	120137
Q9HAT0	120138
Q9UGI0	120139
Q96DX7	120140
Q9NY30	120141
Q4G0P3	120142
Q96HU8	120143
Q9BZL4	120144
Q8IYW2	120145
Q6ZNA4	120146
Q9NXX6	120147
Q9NXW9	120148
Q96GS4	120149
Q9NXW2	120150
Q6N021	120151
Q7L273	120153
Q8TD43	120154
Q6ZN30	120155
Q9BUE0	120156
Q6V1P9	120157
Q05BQ5	120158
Q6TFL4	120159
Q7Z4H7	120160
Q9H3H1	120161
Q9H8M5	120162
Q8N157	120163
Q9NXT0	120164
Q7RTS9	120165
Q5K651	120166
Q8TF65	120167
Q6V9R5	120168
Q6ULP2	120169
Q9NXS3	120170
Q9NXS2	120171
Q86YP4	120172
Q6N043	120173
Q8TBK6	120174
Q9NXR1	120175
Q2NKX8	120176
Q96QT4	120177
Q5T5J6	120178
Q9BYE9	120179
Q9NXP7	120180
Q6UWF7	120181
Q9H6U6	120182
Q9H1M0	120184
Q709C8	120186
Q9NXN4	120187
Q5W0U4	120188
Q9NX94	120189
Q8IUZ0	120190
Q7Z2E3	120191
Q86UB2	120192
Q6ZSS7	120193
Q9HCH5	120194
Q6NXG1	120196
Q9NXL2	120198
Q6ZN54	120199
Q9NXK8	120200
Q8WVL7	120201
Q9NXK6	120202
Q9H6Y2	120203
Q5VWP2	120205
Q3T8J9	120206
Q9HCC8	120207
Q9NXJ5	120208
Q0PNE2	120209
Q9NXJ0	120210
Q9NRH2	120211
Q6P1N0	120212
Q9NXH8	120213
Q9NXH3	120215
Q6NUQ4	120216
Q8NE00	120217
Q8TE68	120218
Q2TAL8	120219
Q5H8A4	120220
Q9NP74	120221
Q5T0N5	120222
Q9NXG0	120223
Q9NXF7	120224
Q9C0B9	120225
Q6V1X1	120226
Q8TDW4	120227
Q6W2J9	120228
Q9NXF1	120229
Q9NXE8	120231
Q6NUM9	120232
Q0IIM8	120233
Q8TBJ4	120234
Q6BDS2	120235
Q08J23	120236
Q6P6C2	120237
Q53TQ3	120238
Q86XI2	120239
Q9NXD2	120240
Q68DV7	120241
Q6ZP29	120242
Q86V15	120243
Q9NXB9	120244
Q7Z7A4	120245
Q8IWV1	120246
Q5VV42	120247
Q6DKK2	120248
Q9NXB0	120249
Q9BZ95	120250
Q8TAV3	120251
Q5VWN6	120252
Q96EA4	120253
Q9C0C4	120254
Q9BUL9	120255
Q5VW36	120256
Q9BYJ9	120257
Q9NX78	120258
Q9NX76	120259
Q86Y56	120260
Q9NX74	120261
P0CG13	120262
Q5U651	120263
Q9H400	120264
Q9NX65	120265
Q712K3	120266
Q9NX63	120267
Q9NX62	120268
Q9NX61	120269
Q9H6D7	120270
Q7L0Y3	120271
Q8N9H8	120272
Q9NX52	120273
Q9H9L4	120274
Q9BVJ7	120275
Q9NX46	120276
Q9NX45	120277
