Entry	Entry name	Gene names
Q5T0T0	MARH8_HUMAN	MARCHF8 MARCH8 MIR RNF178
Q5T197	DCST1_HUMAN	DCST1
Q5T1C6	THEM4_HUMAN	THEM4 CTMP
Q5T230	UTF1_HUMAN	UTF1
Q5T2N8	ATD3C_HUMAN	ATAD3C
Q5T3F8	CSCL2_HUMAN	TMEM63B C6orf110
Q5T3J3	LRIF1_HUMAN	LRIF1 C1orf103 RIF1
Q5T440	CAF17_HUMAN	IBA57 C1orf69
Q5T4F4	ZFY27_HUMAN	ZFYVE27 SPG33
Q5T4S7	UBR4_HUMAN	UBR4 KIAA0462 KIAA1307 RBAF600 ZUBR1
Q5T5C0	STXB5_HUMAN	STXBP5 LLGL3
Q5T5U3	RHG21_HUMAN	ARHGAP21 ARHGAP10 KIAA1424
Q5T5X7	BEND3_HUMAN	BEND3 KIAA1553
Q5T653	RM02_HUMAN	MRPL2 CGI-22
Q5T6F0	DCA12_HUMAN	DCAF12 KIAA1892 TCC52 WDR40A
Q5T7N3	KANK4_HUMAN	KANK4 ANKRD38
Q5T7V8	GORAB_HUMAN	GORAB NTKLBP1 SCYL1BP1
Q5T8D3	ACBD5_HUMAN	ACBD5 KIAA1996
Q5T9A4	ATD3B_HUMAN	ATAD3B KIAA1273 TOB3
Q5T9C9	PI5L1_HUMAN	PIP5KL1
Q5T9G4	ARM12_HUMAN	ARMC12 C6orf81
Q5T9L3	WLS_HUMAN	WLS C1orf139 GPR177 UNQ85/PRO18667
Q5TA31	RN187_HUMAN	RNF187
Q5TA45	INT11_HUMAN	INTS11 CPSF3L RC68
Q5TA50	CPTP_HUMAN	CPTP GLTPD1
Q5TAP6	UT14C_HUMAN	UTP14C KIAA0266
Q5TAQ9	DCAF8_HUMAN	DCAF8 H326 WDR42A
Q5TAX3	TUT4_HUMAN	TUT4 KIAA0191 ZCCHC11
Q5TB30	DEP1A_HUMAN	DEPDC1 DEPDC1A
Q5TB80	CE162_HUMAN	CEP162 C6orf84 KIAA1009 QN1
Q5TBB1	RNH2B_HUMAN	RNASEH2B DLEU8
Q5TCS8	KAD9_HUMAN	AK9 AKD1 AKD2 C6orf199 C6orf224
Q5TCY1	TTBK1_HUMAN	TTBK1 BDTK KIAA1855
Q5TDH0	DDI2_HUMAN	DDI2
Q5TEU4	NDUF5_HUMAN	NDUFAF5 C20orf7
Q5TGZ0	MIC10_HUMAN	MICOS10 C1orf151 MIC10 MINOS1
Q5TYM5	FA72A_HUMAN	FAM72A UGENE
Q5TYW2	A20A1_HUMAN	ANKRD20A1 ANKRD20A
Q5TZA2	CROCC_HUMAN	CROCC KIAA0445
Q5UIP0	RIF1_HUMAN	RIF1
Q5VIR6	VPS53_HUMAN	VPS53 PP13624
Q5VSL9	STRP1_HUMAN	STRIP1 FAM40A KIAA1761
Q5VST9	OBSCN_HUMAN	OBSCN KIAA1556 KIAA1639
Q5VT06	CE350_HUMAN	CEP350 CAP350 KIAA0480 GM133
Q5VT66	MARC1_HUMAN	MTARC1 MARC1 MOSC1
Q5VTD9	GFI1B_HUMAN	GFI1B
Q5VTR2	BRE1A_HUMAN	RNF20 BRE1A
Q5VU43	MYOME_HUMAN	PDE4DIP CMYA2 KIAA0454 KIAA0477 MMGL
Q5VUA4	ZN318_HUMAN	ZNF318 HRIHFB2436
Q5VUB5	F1711_HUMAN	FAM171A1 APCN C10orf38
Q5VUG0	SMBT2_HUMAN	SFMBT2 KIAA1617
Q5VV43	K0319_HUMAN	KIAA0319
Q5VVJ2	MYSM1_HUMAN	MYSM1 KIAA1915
Q5VW38	GP107_HUMAN	GPR107 KIAA1624 LUSTR1
Q5VWG9	TAF3_HUMAN	TAF3
Q5VWN6	TASO2_HUMAN	TASOR2 C10orf18 FAM208B KIAA2006
Q5VWP2	TET5C_HUMAN	TENT5C FAM46C
Q5VWQ8	DAB2P_HUMAN	DAB2IP AF9Q34 AIP1 KIAA1743
Q5VWZ2	LYPL1_HUMAN	LYPLAL1
Q5VY09	IER5_HUMAN	IER5 PP4583 SBBI48
Q5VYK3	ECM29_HUMAN	ECPAS ECM29 KIAA0368
Q5VYS8	TUT7_HUMAN	TUT7 HS2 KIAA1711 ZCCHC6
Q5VZK9	CARL1_HUMAN	CARMIL1 CARMIL LRRC16 LRRC16A
Q5VZM2	RRAGB_HUMAN	RRAGB
Q5VZV1	MT21C_HUMAN	METTL21C C13orf39
Q5W0Z9	ZDH20_HUMAN	ZDHHC20
Q5XG87	PAPD7_HUMAN	TENT4A PAPD7 POLS TRF4
Q5XKP0	MIC13_HUMAN	MICOS13 C19orf70 MIC13 QIL1
Q5XPI4	RN123_HUMAN	RNF123 KPC1 FP1477
Q5XXA6	ANO1_HUMAN	ANO1 DOG1 ORAOV2 TAOS2 TMEM16A
Q63HK5	TSH3_HUMAN	TSHZ3 KIAA1474 TSH3 ZNF537
Q63HN8	RN213_HUMAN	RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR
Q63HQ0	AP1AR_HUMAN	AP1AR C4orf16 PRO0971
Q63ZY3	KANK2_HUMAN	KANK2 ANKRD25 KIAA1518 MXRA3 SIP
Q641Q2	WAC2A_HUMAN	WASHC2A FAM21A FAM21B
Q643R3	LPCT4_HUMAN	LPCAT4 AGPAT7 AYTL3 LPEAT2
Q659A1	ICE2_HUMAN	ICE2 BRCC1 NARG2 UNQ3101/PRO10100
Q659C4	LAR1B_HUMAN	LARP1B LARP2
Q66GS9	CP135_HUMAN	CEP135 CEP4 KIAA0635
Q66K74	MAP1S_HUMAN	MAP1S BPY2IP1 C19orf5 MAP8 VCY2IP1
Q674X7	KAZRN_HUMAN	KAZN KAZ KIAA1026 HRIHFB2003
Q684P5	RPGP2_HUMAN	RAP1GAP2 GARNL4 KIAA1039 RAP1GA2
Q687X5	STEA4_HUMAN	STEAP4 STAMP2 TNFAIP9
Q68CJ9	CR3L3_HUMAN	CREB3L3 CREBH HYST1481
Q68CP9	ARID2_HUMAN	ARID2 BAF200 KIAA1557
Q68CQ4	DIEXF_HUMAN	DIEXF C1orf107 DEF
Q68CR1	SE1L3_HUMAN	SEL1L3 KIAA0746
Q68CZ1	FTM_HUMAN	RPGRIP1L FTM KIAA1005 NPHP8
Q68CZ2	TENS3_HUMAN	TNS3 TEM6 TENS1 TPP
Q68CZ6	HAUS3_HUMAN	HAUS3 C4orf15
Q68DK2	ZFY26_HUMAN	ZFYVE26 KIAA0321
Q68E01	INT3_HUMAN	INTS3 C1orf193 C1orf60
Q68EM7	RHG17_HUMAN	ARHGAP17 RICH1 MSTP066 MSTP110
Q69YH5	CDCA2_HUMAN	CDCA2
Q69YI7	NAIF1_HUMAN	NAIF1 C9orf90
Q69YN4	VIR_HUMAN	VIRMA KIAA1429 MSTP054
Q69YQ0	CYTSA_HUMAN	SPECC1L CYTSA KIAA0376
Q6AWC2	WWC2_HUMAN	WWC2 BOMB
Q6AZY7	SCAR3_HUMAN	SCARA3 CSR
Q6AZZ1	TRI68_HUMAN	TRIM68 GC109 RNF137 SS56
Q6BCY4	NB5R2_HUMAN	CYB5R2
Q6DD88	ATLA3_HUMAN	ATL3
Q6DKI2	LEG9C_HUMAN	LGALS9C
Q6DKI7	PVRIG_HUMAN	PVRIG C7orf15
Q6DKK2	TTC19_HUMAN	TTC19
Q6DN12	MCTP2_HUMAN	MCTP2
Q6DN90	IQEC1_HUMAN	IQSEC1 ARFGEP100 BRAG2 KIAA0763
Q6DT37	MRCKG_HUMAN	CDC42BPG DMPK2
Q6EKJ0	GTD2B_HUMAN	GTF2IRD2B
Q6EMB2	TTLL5_HUMAN	TTLL5 KIAA0998 STAMP
Q6F5E8	CARL2_HUMAN	CARMIL2 LRRC16C RLTPR
Q6FHJ7	SFRP4_HUMAN	SFRP4 FRPHE
Q6FI13	H2A2A_HUMAN	H2AC18 H2AFO HIST2H2AA HIST2H2AA3; H2AC19 HIST2H2AA4
Q6FI81	CPIN1_HUMAN	CIAPIN1 CUA001 PRO0915
Q6GPH4	XAF1_HUMAN	XAF1 BIRC4BP XIAPAF1
Q6GQQ9	OTU7B_HUMAN	OTUD7B ZA20D1
Q6GTX8	LAIR1_HUMAN	LAIR1 CD305
Q6H8Q1	ABLM2_HUMAN	ABLIM2 KIAA1808
Q6I9Y2	THOC7_HUMAN	THOC7 NIF3L1BP1
Q6IA69	NADE_HUMAN	NADSYN1
Q6IA86	ELP2_HUMAN	ELP2 STATIP1
Q6IAA8	LTOR1_HUMAN	LAMTOR1 C11orf59 PDRO PP7157
Q6IB77	GLYAT_HUMAN	GLYAT ACGNAT CAT GAT
Q6IBW4	CNDH2_HUMAN	NCAPH2 CAPH2
Q6IC98	GRAM4_HUMAN	GRAMD4 DIP KIAA0767
Q6ICL3	TNG2_HUMAN	TANGO2 C22orf25
Q6IE81	JADE1_HUMAN	JADE1 KIAA1807 PHF17
Q6IEG0	SNR48_HUMAN	SNRNP48 C6orf151
Q6IMN6	CAPR2_HUMAN	CAPRIN2 C1QDC1 EEG1 KIAA1873 RNG140
Q6IN84	MRM1_HUMAN	MRM1
Q6IPR1	ETFR1_HUMAN	ETFRF1 LYRM5
Q6IPU0	CENPP_HUMAN	CENPP
Q6IQ19	CCSAP_HUMAN	CCSAP C1orf96 CSAP
Q6IQ20	NAPEP_HUMAN	NAPEPLD C7orf18
Q6IQ23	PKHA7_HUMAN	PLEKHA7
Q6IQ49	SDE2_HUMAN	SDE2 C1orf55
Q6IQ55	TTBK2_HUMAN	TTBK2 KIAA0847
Q6ISB3	GRHL2_HUMAN	GRHL2 BOM TFCP2L3
Q6IV72	ZN425_HUMAN	ZNF425
Q6IWH7	ANO7_HUMAN	ANO7 NGEP PCANAP5 TMEM16G
Q6J272	F166A_HUMAN	FAM166A HSD46
Q6J9G0	STYK1_HUMAN	STYK1 NOK
Q6KC79	NIPBL_HUMAN	NIPBL IDN3 SCC2
Q6L9T8	FA72D_HUMAN	FAM72D GCUD2
Q6N022	TEN4_HUMAN	TENM4 KIAA1302 ODZ4 TNM4
Q6N069	NAA16_HUMAN	NAA16 NARG1L NAT2
Q6NS38	ALKB2_HUMAN	ALKBH2 ABH2
Q6NSJ5	LRC8E_HUMAN	LRRC8E
Q6NSX1	CCD70_HUMAN	CCDC70
Q6NT76	HMBX1_HUMAN	HMBOX1 HOT1 TAH1
Q6NTF7	ABC3H_HUMAN	APOBEC3H
Q6NTF9	RHBD2_HUMAN	RHBDD2 RHBDL7
Q6NUK1	SCMC1_HUMAN	SLC25A24 APC1 MCSC1 SCAMC1
Q6NUP7	PP4R4_HUMAN	PPP4R4 KIAA1622 PP4R4
Q6NUQ1	RINT1_HUMAN	RINT1
Q6NUQ4	TM214_HUMAN	TMEM214 PP446
Q6NUS6	TECT3_HUMAN	TCTN3 C10orf61 TECT3 PSEC0041 UNQ1881/PRO4324
Q6NUT2	D19L2_HUMAN	DPY19L2 UNQ3127/PRO10284
Q6NXE6	ARMC6_HUMAN	ARMC6
Q6NXG1	ESRP1_HUMAN	ESRP1 RBM35A
Q6NXR4	TTI2_HUMAN	TTI2 C8orf41
Q6NXT4	ZNT6_HUMAN	SLC30A6 ZNT6
Q6NXT6	TAPT1_HUMAN	TAPT1 CMVFR
Q6NYC1	JMJD6_HUMAN	JMJD6 KIAA0585 PSR PTDSR
Q6NZ67	MZT2B_HUMAN	MZT2B FAM128B MOZART2B
Q6NZI2	CAVN1_HUMAN	CAVIN1 PTRF FKSG13
Q6NZY4	ZCHC8_HUMAN	ZCCHC8
Q6P050	FXL22_HUMAN	FBXL22
Q6P161	RM54_HUMAN	MRPL54
Q6P1J9	CDC73_HUMAN	CDC73 C1orf28 HRPT2
Q6P1K1	HRG1_HUMAN	SLC48A1 HRG1
Q6P1K2	PMF1_HUMAN	PMF1
Q6P1L8	RM14_HUMAN	MRPL14 MRPL32 RPML32
Q6P1M3	L2GL2_HUMAN	LLGL2
Q6P1N0	C2D1A_HUMAN	CC2D1A AKI1
Q6P1Q0	LTMD1_HUMAN	LETMD1
Q6P2C8	MED27_HUMAN	MED27 CRSP34 CRSP8
Q6P2D8	XRRA1_HUMAN	XRRA1
Q6P2E9	EDC4_HUMAN	EDC4 HEDLS
Q6P2H3	CEP85_HUMAN	CEP85 CCDC21
Q6P2H8	TMM53_HUMAN	TMEM53
Q6P2Q9	PRP8_HUMAN	PRPF8 PRPC8
Q6P387	CP046_HUMAN	C16orf46
Q6P3S1	DEN1B_HUMAN	DENND1B C1orf218 FAM31B
Q6P4A7	SFXN4_HUMAN	SFXN4 BCRM1
Q6P4E1	GOLM2_HUMAN	GOLM2 CASC4 UNQ2573/PRO6308
Q6P4F1	FUT10_HUMAN	FUT10
Q6P4H8	ACKMT_HUMAN	ATPSCKMT FAM173B
Q6P4R8	NFRKB_HUMAN	NFRKB INO80G
Q6P582	MZT2A_HUMAN	MZT2A FAM128A MOZART2A
Q6P587	FAHD1_HUMAN	FAHD1 C16orf36 YISKL
Q6P5W5	S39A4_HUMAN	SLC39A4 ZIP4
Q6P6C2	ALKB5_HUMAN	ALKBH5 ABH5 OFOXD1
Q6P996	PDXD1_HUMAN	PDXDC1 KIAA0251
Q6P9B9	INT5_HUMAN	INTS5 KIAA1698
Q6P9F7	LRC8B_HUMAN	LRRC8B KIAA0231 UNQ6413/PRO21207
Q6P9H5	GIMA6_HUMAN	GIMAP6 IAN2 IAN6
Q6PCB7	S27A1_HUMAN	SLC27A1 ACSVL5 FATP1
Q6PCD5	RFWD3_HUMAN	RFWD3 RNF201
Q6PD74	AAGAB_HUMAN	AAGAB
Q6PEY2	TBA3E_HUMAN	TUBA3E
Q6PF06	TM10B_HUMAN	TRMT10B RG9MTD3
Q6PF18	MORN3_HUMAN	MORN3
Q6PFW1	VIP1_HUMAN	PPIP5K1 HISPPD2A IP6K IPS1 KIAA0377 VIP1
Q6PGN9	PSRC1_HUMAN	PSRC1 DDA3 FP3214
Q6PGP7	TTC37_HUMAN	TTC37 KIAA0372
Q6PHW0	IYD1_HUMAN	IYD C6orf71 DEHAL1
Q6PI26	SHQ1_HUMAN	SHQ1
Q6PI48	SYDM_HUMAN	DARS2
Q6PI77	BHLH9_HUMAN	BHLHB9 KIAA1701
Q6PI78	TMM65_HUMAN	TMEM65
Q6PII3	CC174_HUMAN	CCDC174 C3orf19
Q6PIL6	KCIP4_HUMAN	KCNIP4 CALP KCHIP4
Q6PIZ9	TRAT1_HUMAN	TRAT1 TCRIM HSPC062
Q6PJ69	TRI65_HUMAN	TRIM65
Q6PJF5	RHDF2_HUMAN	RHBDF2 IRHOM2 RHBDL5 RHBDL6
Q6PJG6	BRAT1_HUMAN	BRAT1 BAAT1 C7orf27
Q6PJT7	ZC3HE_HUMAN	ZC3H14
Q6PJW8	CNST_HUMAN	CNST C1orf71
Q6PK04	CC137_HUMAN	CCDC137 cPERP-B
Q6PML9	ZNT9_HUMAN	SLC30A9 C4orf1 HUEL
Q6Q0C0	TRAF7_HUMAN	TRAF7 RFWD1 RNF119
Q6QNK2	AGRD1_HUMAN	ADGRD1 GPR133 PGR25
Q6QNY1	BL1S2_HUMAN	BLOC1S2 BLOS2 CEAP
Q6R6M4	U17L2_HUMAN	USP17L2 DUB3 USP17 USP17H USP17I USP17J USP17K USP17L USP17M
Q6RFH5	WDR74_HUMAN	WDR74 NSA1
Q6RW13	ATRAP_HUMAN	AGTRAP ATRAP
Q6SJ96	TBPL2_HUMAN	TBPL2 TBP2 TRF3
Q6STE5	SMRD3_HUMAN	SMARCD3 BAF60C
Q6SZW1	SARM1_HUMAN	SARM1 KIAA0524 SAMD2 SARM
Q6T4R5	NHS_HUMAN	NHS
Q6TCH7	PAQR3_HUMAN	PAQR3
Q6U7Q0	ZN322_HUMAN	ZNF322 ZNF322A ZNF388 ZNF489
Q6UB28	MAP12_HUMAN	METAP1D MAP1D
Q6UB35	C1TM_HUMAN	MTHFD1L FTHFSDC1
Q6UB98	ANR12_HUMAN	ANKRD12 ANCO2 KIAA0874
Q6UB99	ANR11_HUMAN	ANKRD11 ANCO1
Q6ULP2	AFTIN_HUMAN	AFTPH AFTH
Q6UUV7	CRTC3_HUMAN	CRTC3 TORC3
Q6UUV9	CRTC1_HUMAN	CRTC1 KIAA0616 MECT1 TORC1 WAMTP1
Q6UVJ0	SAS6_HUMAN	SASS6 SAS6
Q6UVM3	KCNT2_HUMAN	KCNT2 SLICK
Q6UWE0	LRSM1_HUMAN	LRSAM1 TAL UNQ6496/PRO21356
Q6UWH4	GAK1B_HUMAN	GASK1B C4orf18 ENED FAM198B AD021 UNQ2512/PRO6001
Q6UWP7	LCLT1_HUMAN	LCLAT1 AGPAT8 ALCAT1 LYCAT UNQ1849/PRO3579
Q6UWR7	ENPP6_HUMAN	ENPP6 UNQ1889/PRO4334
Q6UWU4	CF089_HUMAN	C6orf89 BRAP UNQ177/PRO203
Q6UWV6	ENPP7_HUMAN	ENPP7 UNQ3077/PRO9912
Q6UWZ7	ABRX1_HUMAN	ABRAXAS1 ABRA1 CCDC98 FAM175A UNQ496/PRO1013
Q6UX01	LMBRL_HUMAN	LMBR1L KIAA1174 LIMR UNQ458/PRO783
Q6UX04	CWC27_HUMAN	CWC27 SDCCAG10 UNQ438/PRO871
Q6UX06	OLFM4_HUMAN	OLFM4 GW112 UNQ362/PRO698
Q6UX65	DRAM2_HUMAN	DRAM2 TMEM77 PSEC0031 UNQ154/PRO180
Q6UX72	B3GN9_HUMAN	B3GNT9 UNQ1922/PRO4397
Q6UX73	CP089_HUMAN	C16orf89 UNQ904/PRO1925
Q6UXG2	ELAP1_HUMAN	ELAPOR1 EIG121 KIAA1324 UNQ2426/PRO4985
Q6UXN9	WDR82_HUMAN	WDR82 TMEM113 WDR82A UNQ9342/PRO34047
Q6UXS9	CASPC_HUMAN	CASP12 UNQ9415/PRO34398
Q6UXU6	TMM92_HUMAN	TMEM92 UNQ5801/PRO19608
Q6UXV4	MIC27_HUMAN	APOOL CXorf33 FAM121A MIC27 UNQ8193/PRO23204
Q6V1X1	DPP8_HUMAN	DPP8 DPRP1 MSTP097 MSTP135 MSTP141
Q6VMQ6	MCAF1_HUMAN	ATF7IP MCAF MCAF1
Q6VVB1	NHLC1_HUMAN	NHLRC1 EPM2B
Q6W0C5	DPPA3_HUMAN	DPPA3 STELLAR
Q6W2J9	BCOR_HUMAN	BCOR KIAA1575
Q6WBX8	RAD9B_HUMAN	RAD9B
Q6WCQ1	MPRIP_HUMAN	MPRIP KIAA0864 MRIP RHOIP3
Q6WKZ4	RFIP1_HUMAN	RAB11FIP1 RCP
Q6X4W1	NSMF_HUMAN	NSMF NELF
Q6X784	ZPBP2_HUMAN	ZPBP2 ZPBPL
Q6XQN6	PNCB_HUMAN	NAPRT FHIP NAPRT1
Q6Y1H2	HACD2_HUMAN	HACD2 PTPLB
Q6Y7W6	GGYF2_HUMAN	GIGYF2 KIAA0642 PERQ2 TNRC15
Q6YN16	HSDL2_HUMAN	HSDL2 C9orf99 SDR13C1
Q6ZMT4	KDM7A_HUMAN	KDM7A JHDM1D KDM7 KIAA1718
Q6ZMZ0	RN19B_HUMAN	RNF19B IBRDC3 NKLAM
Q6ZN04	MEX3B_HUMAN	MEX3B KIAA2009 RKHD3 RNF195
Q6ZN17	LN28B_HUMAN	LIN28B CSDD2
Q6ZN18	AEBP2_HUMAN	AEBP2
Q6ZN28	MACC1_HUMAN	MACC1
Q6ZNA4	RN111_HUMAN	RNF111
Q6ZNJ1	NBEL2_HUMAN	NBEAL2 KIAA0540 UNQ253/PRO290
Q6ZRI6	CO039_HUMAN	C15orf39 FP6578
Q6ZRP7	QSOX2_HUMAN	QSOX2 QSCN6L1 SOXN
Q6ZRQ5	MMS22_HUMAN	MMS22L C6orf167
Q6ZRS2	SRCAP_HUMAN	SRCAP KIAA0309
Q6ZS17	RIPR1_HUMAN	RIPOR1 FAM65A KIAA1930
Q6ZSB9	ZBT49_HUMAN	ZBTB49 ZNF509
Q6ZSZ5	ARHGI_HUMAN	ARHGEF18 KIAA0521
Q6ZTN6	AN13D_HUMAN	ANKRD13D
Q6ZTW0	TPGS1_HUMAN	TPGS1 C19orf20
Q6ZUM4	RHG27_HUMAN	ARHGAP27 CAMGAP1 SH3D20 PP905
Q6ZVD7	STOX1_HUMAN	STOX1 C10orf24
Q6ZW49	PAXI1_HUMAN	PAXIP1 PAXIP1L PTIP CAGF28
Q6ZWK4	RHEX_HUMAN	RHEX C1orf186
Q6ZXV5	TMTC3_HUMAN	TMTC3
Q709C8	VP13C_HUMAN	VPS13C KIAA1421
Q709F0	ACD11_HUMAN	ACAD11
Q70CQ4	UBP31_HUMAN	USP31 KIAA1203
Q70E73	RAPH1_HUMAN	RAPH1 ALS2CR18 ALS2CR9 KIAA1681 LPD PREL2 RMO1
Q70EL2	UBP45_HUMAN	USP45
Q70HW3	SAMC_HUMAN	SLC25A26 SAMC
Q70IA6	MOB2_HUMAN	MOB2 HCCA2
Q70J99	UN13D_HUMAN	UNC13D
Q70SY1	CR3L2_HUMAN	CREB3L2 BBF2H7
Q70UQ0	IKIP_HUMAN	IKBIP IKIP
Q70YC4	TALAN_HUMAN	ZNF365 KIAA0844
Q719H9	KCTD1_HUMAN	KCTD1 C18orf5
Q71DI3	H32_HUMAN	H3C15 HIST2H3A; H3C14 H3F2 H3FM HIST2H3C; H3C13 HIST2H3D
Q71F23	CENPU_HUMAN	CENPU ICEN24 KLIP1 MLF1IP PBIP1
Q71RC2	LARP4_HUMAN	LARP4 PP13296
Q71RH2	TLC3B_HUMAN	TLCD3B FAM57B FP1188
Q71U36	TBA1A_HUMAN	TUBA1A TUBA3
Q71UI9	H2AV_HUMAN	H2AZ2 H2AFV H2AV
Q71UM5	RS27L_HUMAN	RPS27L
Q75V66	ANO5_HUMAN	ANO5 GDD1 TMEM16E
Q75WM6	H1FNT_HUMAN	H1-7 H1FNT HANP1
Q76EJ3	S35D2_HUMAN	SLC35D2 HFRC UGTREL8
Q76FK4	NOL8_HUMAN	NOL8 C9orf34 NOP132
Q76KD6	SPERI_HUMAN	SPATC1 SPATA15 SPRN
Q76N32	CEP68_HUMAN	CEP68 KIAA0582
Q76N89	HECW1_HUMAN	HECW1 KIAA0322 NEDL1
Q7KZF4	SND1_HUMAN	SND1 TDRD11
Q7KZI7	MARK2_HUMAN	MARK2 EMK1
Q7KZN9	COX15_HUMAN	COX15
Q7L014	DDX46_HUMAN	DDX46 KIAA0801
Q7L099	RUFY3_HUMAN	RUFY3 KIAA0871
Q7L0J3	SV2A_HUMAN	SV2A KIAA0736 PSEC0174
Q7L0Y3	TM10C_HUMAN	TRMT10C MRPP1 RG9MTD1
Q7L1T6	NB5R4_HUMAN	CYB5R4 NCB5OR
Q7L1W4	LRC8D_HUMAN	LRRC8D LRRC5 UNQ213/PRO239
Q7L266	ASGL1_HUMAN	ASRGL1 ALP CRASH
Q7L2E3	DHX30_HUMAN	DHX30 DDX30 KIAA0890
Q7L2Z9	CENPQ_HUMAN	CENPQ C6orf139
Q7L3B6	CD37L_HUMAN	CDC37L1 CDC37B HARC
Q7L3S4	ZN771_HUMAN	ZNF771
Q7L3V2	BOP_HUMAN	RTL10 BOP C22orf29
Q7L523	RRAGA_HUMAN	RRAGA
Q7L590	MCM10_HUMAN	MCM10 PRO2249
Q7L592	NDUF7_HUMAN	NDUFAF7 C2orf56 PRO1853
Q7L5A3	F214B_HUMAN	FAM214B KIAA1539
Q7L5D6	GET4_HUMAN	GET4 C7orf20 CEE TRC35 CGI-20
Q7L5N7	PCAT2_HUMAN	LPCAT2 AGPAT11 AYTL1
Q7L5Y9	MAEA_HUMAN	MAEA EMP HLC10 PIG5
Q7L622	G2E3_HUMAN	G2E3 KIAA1333
Q7L8A9	VASH1_HUMAN	VASH1 KIAA1036 VASH
Q7L8L6	FAKD5_HUMAN	FASTKD5 KIAA1792
Q7L8W6	DPH6_HUMAN	DPH6 ATPBD4
Q7L9L4	MOB1B_HUMAN	MOB1B MOB4A MOBKL1A
Q7LBR1	CHM1B_HUMAN	CHMP1B C18orf2
Q7LC44	ARC_HUMAN	ARC KIAA0278
Q7LDG7	GRP2_HUMAN	RASGRP2 CDC25L MCG7
Q7LFL8	CXXC5_HUMAN	CXXC5 HSPC195 TCCCIA00297
Q7LG56	RIR2B_HUMAN	RRM2B P53R2
Q7RTN6	STRAA_HUMAN	STRADA LYK5 STRAD
Q7RTP6	MICA3_HUMAN	MICAL3 KIAA0819 KIAA1364
Q7RTR2	NLRC3_HUMAN	NLRC3 NOD3
Q7RTS9	DYM_HUMAN	DYM
Q7RTU7	SCX_HUMAN	SCX BHLHA41 BHLHA48 SCXA SCXB
Q7RTV0	PHF5A_HUMAN	PHF5A
Q7RTV2	GSTA5_HUMAN	GSTA5
Q7RTY0	MOT13_HUMAN	SLC16A13 MCT13
Q7Z2E3	APTX_HUMAN	APTX AXA1
Q7Z2H8	S36A1_HUMAN	SLC36A1 PAT1
Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1 ZC3HDC2 PRO1677
Q7Z2W7	TRPM8_HUMAN	TRPM8 LTRPC6 TRPP8
Q7Z2W9	RM21_HUMAN	MRPL21
Q7Z2Z1	TICRR_HUMAN	TICRR C15orf42
Q7Z304	MAMC2_HUMAN	MAMDC2
Q7Z333	SETX_HUMAN	SETX ALS4 KIAA0625 SCAR1
Q7Z392	TPC11_HUMAN	TRAPPC11 C4orf41
Q7Z3B3	KANL1_HUMAN	KANSL1 CENP-36 KIAA1267 MSL1V1 NSL1
Q7Z3E1	PARPT_HUMAN	TIPARP PARP7
Q7Z3I7	ZN572_HUMAN	ZNF572
Q7Z3K3	POGZ_HUMAN	POGZ KIAA0461 SUHW5 ZNF280E ZNF635 Nbla00003
Q7Z3K6	MIER3_HUMAN	MIER3
Q7Z3T8	ZFY16_HUMAN	ZFYVE16 KIAA0305
Q7Z3V5	ZN571_HUMAN	ZNF571 HSPC059
Q7Z3Z3	PIWL3_HUMAN	PIWIL3
Q7Z3Z4	PIWL4_HUMAN	PIWIL4 HIWI2 PIWI
Q7Z403	TMC6_HUMAN	TMC6 EVER1 EVIN1
Q7Z412	PEX26_HUMAN	PEX26
Q7Z417	NUFP2_HUMAN	NUFIP2 KIAA1321 PIG1
Q7Z418	KCNKI_HUMAN	KCNK18 TRESK TRIK
Q7Z434	MAVS_HUMAN	MAVS IPS1 KIAA1271 VISA
Q7Z443	PK1L3_HUMAN	PKD1L3
Q7Z460	CLAP1_HUMAN	CLASP1 KIAA0622 MAST1
Q7Z465	BNIPL_HUMAN	BNIPL
Q7Z4H7	HAUS6_HUMAN	HAUS6 DGT6 FAM29A KIAA1574
Q7Z4S6	KI21A_HUMAN	KIF21A KIAA1708 KIF2
Q7Z4W1	DCXR_HUMAN	DCXR SDR20C1
Q7Z569	BRAP_HUMAN	BRAP RNF52
Q7Z570	Z804A_HUMAN	ZNF804A C2orf10
Q7Z591	AKNA_HUMAN	AKNA KIAA1968
Q7Z5A9	TAFA1_HUMAN	TAFA1 FAM19A1
Q7Z5J4	RAI1_HUMAN	RAI1 KIAA1820
Q7Z5K2	WAPL_HUMAN	WAPL FOE KIAA0261 WAPAL
Q7Z5L9	I2BP2_HUMAN	IRF2BP2
Q7Z5Q1	CPEB2_HUMAN	CPEB2
Q7Z5Q5	DPOLN_HUMAN	POLN
Q7Z5R6	AB1IP_HUMAN	APBB1IP PREL1 RARP1 RIAM
Q7Z5W3	BN3D2_HUMAN	BCDIN3D
Q7Z601	GP142_HUMAN	GPR142 PGR2
Q7Z624	CMKMT_HUMAN	CAMKMT C2orf34 CLNMT
Q7Z699	SPRE1_HUMAN	SPRED1
Q7Z6B0	CCD91_HUMAN	CCDC91 GGABP HSD8
Q7Z6G3	NECA2_HUMAN	NECAB2 EFCBP2
